Pestaña,Set_Parenting,Categoria_Tipo,Nombre,Link,Temporada
S3,Set K,Core Bakugan,Wilda,https://bakugan.fandom.com/wiki/Wilda,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,AirKor,https://bakugan.fandom.com/wiki/AirKor,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,Battle Turbine,https://bakugan.fandom.com/wiki/Battle_Turbine,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,JetKor,https://bakugan.fandom.com/wiki/JetKor,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,Rock Hammer,https://bakugan.fandom.com/wiki/Rock_Hammer,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,Twin Destructor,https://bakugan.fandom.com/wiki/Twin_Destructor,S3 (Gundalian Invaders)
S3,Set K,Battle Gear,Vilantor Gear,https://bakugan.fandom.com/wiki/Vilantor_Gear,S3 (Gundalian Invaders)
S3,Set K,Super Assault,Chance Dragonoid,https://bakugan.fandom.com/wiki/Chance_Dragonoid,S3 (Gundalian Invaders)
S3,Set K,Super Assault,Clawsaurus,https://bakugan.fandom.com/wiki/Clawsaurus,S3 (Gundalian Invaders)
S3,Set K,Super Assault,Farakspin,https://bakugan.fandom.com/wiki/Farakspin,S3 (Gundalian Invaders)
S3,Set K,Super Assault,Lumitroid,https://bakugan.fandom.com/wiki/Lumitroid,S3 (Gundalian Invaders)
S3,Set K,Super Assault,Quake Dragonoid,https://bakugan.fandom.com/wiki/Quake_Dragonoid,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Baliton,https://bakugan.fandom.com/wiki/Baliton,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Carlsnaut,https://bakugan.fandom.com/wiki/Carlsnaut,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Fourtress,https://bakugan.fandom.com/wiki/Fourtress,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Hylash,https://bakugan.fandom.com/wiki/Hylash,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Legionoid,https://bakugan.fandom.com/wiki/Legionoid,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Metalfencer,https://bakugan.fandom.com/wiki/Metalfencer,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Scorpion,https://bakugan.fandom.com/wiki/Scorpion,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Triad El Condor,https://bakugan.fandom.com/wiki/Triad_El_Condor,S3 (Gundalian Invaders)
S3,Set K,Bakugan Traps,Triad Sphinx,https://bakugan.fandom.com/wiki/Triad_Sphinx,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Akwimos,https://bakugan.fandom.com/wiki/Akwimos,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Aranaut,https://bakugan.fandom.com/wiki/Aranaut,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Hakapoid,https://bakugan.fandom.com/wiki/Hakapoid,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Krakix,https://bakugan.fandom.com/wiki/Krakix,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Lumino Dragonoid,https://bakugan.fandom.com/wiki/Lumino_Dragonoid,S3 (Gundalian Invaders)
S3,Set L,Core Bakugan,Sabator,https://bakugan.fandom.com/wiki/Sabator,S3 (Gundalian Invaders)
S3,Set L,Battle Gear,Battle Sabre,https://bakugan.fandom.com/wiki/Battle_Sabre,S3 (Gundalian Invaders)
S3,Set L,Battle Gear,Boomix,https://bakugan.fandom.com/wiki/Boomix,S3 (Gundalian Invaders)
S3,Set L,Battle Gear,Chompixx,https://bakugan.fandom.com/wiki/Chompixx,S3 (Gundalian Invaders)
S3,Set L,Battle Gear,Zukanator,https://bakugan.fandom.com/wiki/Zukanator,S3 (Gundalian Invaders)
S3,Set L,Super Assault,Glotronoid,https://bakugan.fandom.com/wiki/Glotronoid,S3 (Gundalian Invaders)
S3,Set L,Super Assault,Merlix,https://bakugan.fandom.com/wiki/Merlix,S3 (Gundalian Invaders)
S3,Set L,Super Assault,Mystic Chancer,https://bakugan.fandom.com/wiki/Mystic_Chancer,S3 (Gundalian Invaders)
S3,Set L,Super Assault,Raptorix,https://bakugan.fandom.com/wiki/Raptorix,S3 (Gundalian Invaders)
S3,Set L,Super Assault,Splight,https://bakugan.fandom.com/wiki/Splight,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Contestir,https://bakugan.fandom.com/wiki/Contestir,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Hawktor,https://bakugan.fandom.com/wiki/Hawktor,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Linehalt,https://bakugan.fandom.com/wiki/Linehalt,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Lythirus,https://bakugan.fandom.com/wiki/Lythirus,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Plitheon,https://bakugan.fandom.com/wiki/Plitheon,S3 (Gundalian Invaders)
S3,Set M,Core Bakugan,Rubanoid,https://bakugan.fandom.com/wiki/Rubanoid,S3 (Gundalian Invaders)
S3,Set M,Battle Gear,Barias Gear,https://bakugan.fandom.com/wiki/Barias_Gear,S3 (Gundalian Invaders)
S3,Set M,Battle Gear,Battle Crusher,https://bakugan.fandom.com/wiki/Battle_Crusher,S3 (Gundalian Invaders)
S3,Set M,Battle Gear,Lansor,https://bakugan.fandom.com/wiki/Lansor,S3 (Gundalian Invaders)
S3,Set M,Battle Gear,Terrorcrest,https://bakugan.fandom.com/wiki/Terrorcrest,S3 (Gundalian Invaders)
S3,Set M,Super Assault,Apexeon,https://bakugan.fandom.com/wiki/Apexeon,S3 (Gundalian Invaders)
S3,Set M,Super Assault,Breezak,https://bakugan.fandom.com/wiki/Breezak,S3 (Gundalian Invaders)
S3,Set M,Super Assault,Cobrakus,https://bakugan.fandom.com/wiki/Cobrakus,S3 (Gundalian Invaders)
S3,Set M,Super Assault,Longfly,https://bakugan.fandom.com/wiki/Longfly,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Aksela,https://bakugan.fandom.com/wiki/Aksela,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Blitz Dragonoid,https://bakugan.fandom.com/wiki/Blitz_Dragonoid,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Dartaak,https://bakugan.fandom.com/wiki/Dartaak,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Fangoid,https://bakugan.fandom.com/wiki/Fangoid,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Jetro,https://bakugan.fandom.com/wiki/Jetro,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Luxtor,https://bakugan.fandom.com/wiki/Luxtor,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Phantom Dharak,https://bakugan.fandom.com/wiki/Phantom_Dharak,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Sky & Gaia Dragonoid,https://bakugan.fandom.com/wiki/Sky_%26_Gaia_Dragonoid,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Spidaro,https://bakugan.fandom.com/wiki/Spidaro,S3 (Gundalian Invaders)
S3,Set N,Core Bakugan,Zeon Hylash,https://bakugan.fandom.com/wiki/Zeon_Hylash,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Gigarth,https://bakugan.fandom.com/wiki/Gigarth,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Lashor,https://bakugan.fandom.com/wiki/Lashor,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Razoid,https://bakugan.fandom.com/wiki/Razoid,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Spartablaster,https://bakugan.fandom.com/wiki/Spartablaster,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Swayther,https://bakugan.fandom.com/wiki/Swayther,S3 (Gundalian Invaders)
S3,Set N,Battle Gear,Vicer,https://bakugan.fandom.com/wiki/Vicer,S3 (Gundalian Invaders)
S3,Set N,Super Assault,Gyrazor,https://bakugan.fandom.com/wiki/Gyrazor,S3 (Gundalian Invaders)
S3,Set N,Super Assault,Irisca,https://bakugan.fandom.com/wiki/Irisca,S3 (Gundalian Invaders)
S3,Set N,Super Assault,Quakix Gorem,https://bakugan.fandom.com/wiki/Quakix_Gorem,S3 (Gundalian Invaders)
S3,Set N,Super Assault,Ziperator,https://bakugan.fandom.com/wiki/Ziperator,S3 (Gundalian Invaders)
S3,Set O,Core Bakugan,Battalix Dragonoid,https://bakugan.fandom.com/wiki/Battalix_Dragonoid,S3 (Gundalian Invaders)
S3,Set O,Core Bakugan,Brawlacus Dharak,https://bakugan.fandom.com/wiki/Brawlacus_Dharak,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Axator Gear,https://bakugan.fandom.com/wiki/Axator_Gear,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Beamblitzer,https://bakugan.fandom.com/wiki/Beamblitzer,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Blasteroid,https://bakugan.fandom.com/wiki/Blasteroid,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Nukix Gear,https://bakugan.fandom.com/wiki/Nukix_Gear,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Riptor,https://bakugan.fandom.com/wiki/Riptor,S3 (Gundalian Invaders)
S3,Set O,Battle Gear,Smashtor,https://bakugan.fandom.com/wiki/Smashtor,S3 (Gundalian Invaders)
S3,Set O,Mobile Assault,Impalaton,https://bakugan.fandom.com/wiki/Impalaton,S3 (Gundalian Invaders)
S3,Set O,Mobile Assault,Jakalier,https://bakugan.fandom.com/wiki/Jakalier,S3 (Gundalian Invaders)
S3,Set O,Ultimate Bakugan Formations,Dharak Colossus,https://bakugan.fandom.com/wiki/Dharak_Colossus,S3 (Gundalian Invaders)
S3,Set O,Ultimate Bakugan Formations,Dragonoid Colossus,https://bakugan.fandom.com/wiki/Dragonoid_Colossus,S3 (Gundalian Invaders)
S3,Set O,Ultimate Bakugan Formations,Exokor,https://bakugan.fandom.com/wiki/Exokor,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Damakor,https://bakugan.fandom.com/wiki/Damakor,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Gren,https://bakugan.fandom.com/wiki/Gren,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Lockanoid,https://bakugan.fandom.com/wiki/Lockanoid,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Megarus,https://bakugan.fandom.com/wiki/Megarus,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Nastix,https://bakugan.fandom.com/wiki/Nastix,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Olifus,https://bakugan.fandom.com/wiki/Olifus,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Ramdol,https://bakugan.fandom.com/wiki/Ramdol,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Rickoran,https://bakugan.fandom.com/wiki/Rickoran,S3 (Gundalian Invaders)
S3,Set P,Core Bakugan,Scaboid,https://bakugan.fandom.com/wiki/Scaboid,S3 (Gundalian Invaders)
S3,Set P,Battle Gear,Destrakon Gear,https://bakugan.fandom.com/wiki/Destrakon_Gear,S3 (Gundalian Invaders)
S3,Set P,Battle Gear,Explosix Gear,https://bakugan.fandom.com/wiki/Explosix_Gear,S3 (Gundalian Invaders)
S3,Set P,Battle Gear,Helmgund,https://bakugan.fandom.com/wiki/Helmgund,S3 (Gundalian Invaders)
S3,Set P,Battle Gear,Terrix Gear,https://bakugan.fandom.com/wiki/Terrix_Gear,S3 (Gundalian Invaders)
S3,Set P,Super Assault,Buz Hornix,https://bakugan.fandom.com/wiki/Buz_Hornix,S3 (Gundalian Invaders)
S3,Set P,Super Assault,Sprayzer,https://bakugan.fandom.com/wiki/Sprayzer,S3 (Gundalian Invaders)
S3,Set P,Super Assault,Venoclaw,https://bakugan.fandom.com/wiki/Venoclaw,S3 (Gundalian Invaders)
S3,Set P,Super Assault,Volt Elezoid,https://bakugan.fandom.com/wiki/Volt_Elezoid,S3 (Gundalian Invaders)
S3,Set P,Mobile Assault,Raytheus,https://bakugan.fandom.com/wiki/Raytheus,S3 (Gundalian Invaders)
S3,Anime Exclusive Bakugan,Core Bakugan,Dharaknoid,https://bakugan.fandom.com/wiki/Dharaknoid,S3 (Gundalian Invaders)
S3,Anime Exclusive Bakugan,Core Bakugan,Genesis Dragonoid,https://bakugan.fandom.com/wiki/Genesis_Dragonoid,S3 (Gundalian Invaders)
S3,Anime Exclusive Bakugan,Core Bakugan,Neo Ziperator,https://bakugan.fandom.com/wiki/Neo_Ziperator,S3 (Gundalian Invaders)
S4,Set Q,Core Bakugan,Alpha Hydranoid,https://bakugan.fandom.com/wiki/Alpha_Hydranoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Bolcanon,https://bakugan.fandom.com/wiki/Bolcanon,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Cyborg Helios,https://bakugan.fandom.com/wiki/Cyborg_Helios,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Cyclone Percival,https://bakugan.fandom.com/wiki/Cyclone_Percival,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Dharak,https://bakugan.fandom.com/wiki/Dharak,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Dragonoid,https://bakugan.fandom.com/wiki/Dragonoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Flash Ingram,https://bakugan.fandom.com/wiki/Flash_Ingram,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Helix Dragonoid,https://bakugan.fandom.com/wiki/Helix_Dragonoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Iron Dragonoid,https://bakugan.fandom.com/wiki/Iron_Dragonoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Meta Dragonoid,https://bakugan.fandom.com/wiki/Meta_Dragonoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Mutant Elfin,https://bakugan.fandom.com/wiki/Mutant_Elfin,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Neo Dragonoid,https://bakugan.fandom.com/wiki/Neo_Dragonoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Razenoid,https://bakugan.fandom.com/wiki/Razenoid,S4 (Mechtanium Surge)
S4,Set Q,Core Bakugan,Taylean,https://bakugan.fandom.com/wiki/Taylean,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Bombaplode,https://bakugan.fandom.com/wiki/Bombaplode,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Crosstriker,https://bakugan.fandom.com/wiki/Crosstriker,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Hammermor,https://bakugan.fandom.com/wiki/Hammermor,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Hyper Pulsor,https://bakugan.fandom.com/wiki/Hyper_Pulsor,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Slingpike,https://bakugan.fandom.com/wiki/Slingpike,S4 (Mechtanium Surge)
S4,Set Q,BakuNano,Sonicanon,https://bakugan.fandom.com/wiki/Sonicanon,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan,Braxion,https://bakugan.fandom.com/wiki/Braxion,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan,Deezall,https://bakugan.fandom.com/wiki/Deezall,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan,Venexus,https://bakugan.fandom.com/wiki/Venexus,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan,Zenthon,https://bakugan.fandom.com/wiki/Zenthon,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan Titans,Venexus Titan,https://bakugan.fandom.com/wiki/Venexus_Titan,S4 (Mechtanium Surge)
S4,Set Q,Mechtogan Titans,Zenthon Titan,https://bakugan.fandom.com/wiki/Zenthon_Titan,S4 (Mechtanium Surge)
S4,Set Q,Mobile Assault,Axellor,https://bakugan.fandom.com/wiki/Axellor,S4 (Mechtanium Surge)
S4,Set Q,Mobile Assault,Hurrix,https://bakugan.fandom.com/wiki/Hurrix,S4 (Mechtanium Surge)
S4,Set Q,Mobile Assault,Impalaton,https://bakugan.fandom.com/wiki/Impalaton,S4 (Mechtanium Surge)
S4,Set Q,Mobile Assault,Raytheus,https://bakugan.fandom.com/wiki/Raytheus,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Falcon Fly,https://bakugan.fandom.com/wiki/Falcon_Fly,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Hexstar,https://bakugan.fandom.com/wiki/Hexstar,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Hylash,https://bakugan.fandom.com/wiki/Hylash,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Piercian,https://bakugan.fandom.com/wiki/Piercian,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Triad El Condor,https://bakugan.fandom.com/wiki/Triad_El_Condor,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Triad Sphinx,https://bakugan.fandom.com/wiki/Triad_Sphinx,S4 (Mechtanium Surge)
S4,Set Q,BakuSteel Traps,Tripod Epsilon,https://bakugan.fandom.com/wiki/Tripod_Epsilon,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Hyper Dragonoid,https://bakugan.fandom.com/wiki/Hyper_Dragonoid,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Infinity Helios,https://bakugan.fandom.com/wiki/Infinity_Helios,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Infinity Trister,https://bakugan.fandom.com/wiki/Infinity_Trister,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Krakenoid,https://bakugan.fandom.com/wiki/Krakenoid,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Lumino Dragonoid,https://bakugan.fandom.com/wiki/Lumino_Dragonoid,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Phantom Dharak,https://bakugan.fandom.com/wiki/Phantom_Dharak,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Titanium Dragonoid,https://bakugan.fandom.com/wiki/Titanium_Dragonoid,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Vertexx,https://bakugan.fandom.com/wiki/Vertexx,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Viper Helios,https://bakugan.fandom.com/wiki/Viper_Helios,S4 (Mechtanium Surge)
S4,Set R,Core Bakugan,Wolfurio,https://bakugan.fandom.com/wiki/Wolfurio,S4 (Mechtanium Surge)
S4,Set R,BakuMutant,Mercury Dragonoid,https://bakugan.fandom.com/wiki/Mercury_Dragonoid,S4 (Mechtanium Surge)
S4,Set R,BakuMutant,Mutant Taylean,https://bakugan.fandom.com/wiki/Mutant_Taylean,S4 (Mechtanium Surge)
S4,Set R,BakuNano,Daftorix,https://bakugan.fandom.com/wiki/Daftorix,S4 (Mechtanium Surge)
S4,Set R,BakuNano,Lanzato,https://bakugan.fandom.com/wiki/Lanzato,S4 (Mechtanium Surge)
S4,Set R,BakuNano,Shoxrox,https://bakugan.fandom.com/wiki/Shoxrox,S4 (Mechtanium Surge)
S4,Set R,BakuNano,Slicerix,https://bakugan.fandom.com/wiki/Slicerix,S4 (Mechtanium Surge)
S4,Set R,Mechtogan,Accelerak,https://bakugan.fandom.com/wiki/Accelerak,S4 (Mechtanium Surge)
S4,Set R,Mechtogan,Dreadeon,https://bakugan.fandom.com/wiki/Dreadeon,S4 (Mechtanium Surge)
S4,Set R,Mechtogan,Silent Strike,https://bakugan.fandom.com/wiki/Silent_Strike,S4 (Mechtanium Surge)
S4,Set R,Mechtogan,Slynix,https://bakugan.fandom.com/wiki/Slynix,S4 (Mechtanium Surge)
S4,Set R,Mechtogan,Vexfist,https://bakugan.fandom.com/wiki/Vexfist,S4 (Mechtanium Surge)
S4,Set R,Mechtogan Titans,Faser Titan,https://bakugan.fandom.com/wiki/Faser_Titan,S4 (Mechtanium Surge)
S4,Set R,Mechtogan Titans,Razen Titan,https://bakugan.fandom.com/wiki/Razen_Titan,S4 (Mechtanium Surge)
S4,Set R,Mobile Assault,Koptorix,https://bakugan.fandom.com/wiki/Koptorix,S4 (Mechtanium Surge)
S4,Set R,Mobile Assault,Rapilator,https://bakugan.fandom.com/wiki/Rapilator,S4 (Mechtanium Surge)
S4,Set R,Mobile Assault,Zoompha,https://bakugan.fandom.com/wiki/Zoompha,S4 (Mechtanium Surge)
S4,Set R,BakuSteel Traps,Fire Scorpion,https://bakugan.fandom.com/wiki/Fire_Scorpion,S4 (Mechtanium Surge)
S4,Set R,BakuSteel Traps,Fortress,https://bakugan.fandom.com/wiki/Fortress,S4 (Mechtanium Surge)
S4,Set R,BakuSteel Traps,Tripod Theta,https://bakugan.fandom.com/wiki/Tripod_Theta,S4 (Mechtanium Surge)
S4,Set S,Core Bakugan,Boulderon,https://bakugan.fandom.com/wiki/Boulderon,S4 (Mechtanium Surge)
S4,Set S,Core Bakugan,Krowll,https://bakugan.fandom.com/wiki/Krowll,S4 (Mechtanium Surge)
S4,Set S,BakuNano,Aeroblaze,https://bakugan.fandom.com/wiki/Aeroblaze,S4 (Mechtanium Surge)
S4,Set S,BakuNano,Jamsaber,https://bakugan.fandom.com/wiki/Jamsaber,S4 (Mechtanium Surge)
S4,Set S,BakuNano,Orehammer,https://bakugan.fandom.com/wiki/Orehammer,S4 (Mechtanium Surge)
S4,Set S,BakuNano,Spearax,https://bakugan.fandom.com/wiki/Spearax,S4 (Mechtanium Surge)
S4,Set S,Mechtogan,Miserak,https://bakugan.fandom.com/wiki/Miserak,S4 (Mechtanium Surge)
S4,Set S,Mechtogan,Rockfist,https://bakugan.fandom.com/wiki/Rockfist,S4 (Mechtanium Surge)
S4,Set S,Mechtogan,Sky Sprint,https://bakugan.fandom.com/wiki/Sky_Sprint,S4 (Mechtanium Surge)
S4,Set S,Mechtogan,Smasheon,https://bakugan.fandom.com/wiki/Smasheon,S4 (Mechtanium Surge)
S4,Set S,Mechtogan,Swift Sweep,https://bakugan.fandom.com/wiki/Swift_Sweep,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders,Fusion Dragonoid,https://bakugan.fandom.com/wiki/Fusion_Dragonoid,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders,Jaakor,https://bakugan.fandom.com/wiki/Jaakor,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders,Orbeum,https://bakugan.fandom.com/wiki/Orbeum,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders,Reptak,https://bakugan.fandom.com/wiki/Reptak,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders,Skytruss,https://bakugan.fandom.com/wiki/Skytruss,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders Combinations,Aeroblitz,https://bakugan.fandom.com/wiki/Aeroblitz,S4 (Mechtanium Surge)
S4,Set T,Baku Sky Raiders Combinations,Magmafury,https://bakugan.fandom.com/wiki/Magmafury,S4 (Mechtanium Surge)
S4,Set T,BakuFusion,Radizen,https://bakugan.fandom.com/wiki/Radizen,S4 (Mechtanium Surge)
S4,Set T,BakuFusion,Roxtor,https://bakugan.fandom.com/wiki/Roxtor,S4 (Mechtanium Surge)
S4,Set T,BakuFusion,Spatterix,https://bakugan.fandom.com/wiki/Spatterix,S4 (Mechtanium Surge)
S4,Set T,BakuFusion,Stronk,https://bakugan.fandom.com/wiki/Stronk,S4 (Mechtanium Surge)
S4,Set T,BakuFusion Combinations,Betakor,https://bakugan.fandom.com/wiki/Betakor,S4 (Mechtanium Surge)
S4,Set T,BakuFusion Combinations,Scorptak,https://bakugan.fandom.com/wiki/Scorptak,S4 (Mechtanium Surge)
S4,Set U,Core Bakugan,Lumagrowl,https://bakugan.fandom.com/wiki/Lumagrowl,S4 (Mechtanium Surge)
S4,Set U,Baku Sky Raiders,Betadron,https://bakugan.fandom.com/wiki/Betadron,S4 (Mechtanium Surge)
S4,Set U,Baku Sky Raiders,Kodokor,https://bakugan.fandom.com/wiki/Kodokor,S4 (Mechtanium Surge)
S4,Set U,Baku Sky Raiders,Mutabrid,https://bakugan.fandom.com/wiki/Mutabrid,S4 (Mechtanium Surge)
S4,Set U,Baku Sky Raiders Combinations,Gliderak,https://bakugan.fandom.com/wiki/Gliderak,S4 (Mechtanium Surge)
S4,Set U,BakuFusion,Balista,https://bakugan.fandom.com/wiki/Balista,S4 (Mechtanium Surge)
S4,Set U,BakuFusion,Worton,https://bakugan.fandom.com/wiki/Worton,S4 (Mechtanium Surge)
S4,Set U,BakuFusion Combinations,Volkaos,https://bakugan.fandom.com/wiki/Volkaos,S4 (Mechtanium Surge)
S4,Set U,Bakugan Battle Suits,Clawbruk,https://bakugan.fandom.com/wiki/Clawbruk,S4 (Mechtanium Surge)
S4,Set U,Bakugan Battle Suits,Fortatron,https://bakugan.fandom.com/wiki/Fortatron,S4 (Mechtanium Surge)
S4,Set U,Bakugan vs Marvel,Iron Man,https://bakugan.fandom.com/wiki/Iron_Man,S4 (Mechtanium Surge)
S4,Set U,Bakugan vs Marvel,Iron Man (Extremis Armor),https://bakugan.fandom.com/wiki/Iron_Man_(Extremis_Armor),S4 (Mechtanium Surge)
S4,Set U,Bakugan vs Marvel,Iron Man (Stealth Armor),https://bakugan.fandom.com/wiki/Iron_Man_(Stealth_Armor),S4 (Mechtanium Surge)
S4,Set U,Bakugan vs Marvel,Red Skull,https://bakugan.fandom.com/wiki/Red_Skull,S4 (Mechtanium Surge)
S4,Set U,Bakugan vs Marvel,Wolverine,https://bakugan.fandom.com/wiki/Wolverine,S4 (Mechtanium Surge)
S4,Set V,Core Bakugan,Commandix Dragonoid,https://bakugan.fandom.com/wiki/Commandix_Dragonoid,S4 (Mechtanium Surge)
S4,Set V,Baku Sky Raiders,Aerogan,https://bakugan.fandom.com/wiki/Aerogan,S4 (Mechtanium Surge)
S4,Set V,Mechtogan,Coredegon,https://bakugan.fandom.com/wiki/Coredegon,S4 (Mechtanium Surge)
S4,Set V,Mechtogan,Exostriker,https://bakugan.fandom.com/wiki/Exostriker,S4 (Mechtanium Surge)
S4,Set V,Mechtogan,Mandibor,https://bakugan.fandom.com/wiki/Mandibor,S4 (Mechtanium Surge)
S4,Set V,Mechtogan,Slycerak,https://bakugan.fandom.com/wiki/Slycerak,S4 (Mechtanium Surge)
S4,Set V,Mechtogan Destroyers,Dragonoid Destroyer,https://bakugan.fandom.com/wiki/Dragonoid_Destroyer,S4 (Mechtanium Surge)
S4,Set V,Mechtogan Destroyers,Mechtavius Destroyer,https://bakugan.fandom.com/wiki/Mechtavius_Destroyer,S4 (Mechtanium Surge)
S4,Set W,Core Bakugan,Horridian,https://bakugan.fandom.com/wiki/Horridian,S4 (Mechtanium Surge)
S4,Set W,Core Bakugan,Spyron,https://bakugan.fandom.com/wiki/Spyron,S4 (Mechtanium Surge)
S4,Set W,BakuMutants,Mutant Helios,https://bakugan.fandom.com/wiki/Mutant_Helios,S4 (Mechtanium Surge)
S4,Set W,BakuMutants,Mutant Krakenoid,https://bakugan.fandom.com/wiki/Mutant_Krakenoid,S4 (Mechtanium Surge)
S4,Set W,Mechtogan,Flytris,https://bakugan.fandom.com/wiki/Flytris,S4 (Mechtanium Surge)
S4,Set W,Mechtogan,Thorak,https://bakugan.fandom.com/wiki/Thorak,S4 (Mechtanium Surge)
S4,Set W,Mechtogan Combinations,Duomechtra,https://bakugan.fandom.com/wiki/Duomechtra,S4 (Mechtanium Surge)
S4,Set W,Bakugan vs Marvel,Captain America (Bucky Barnes),https://bakugan.fandom.com/wiki/Captain_America_(Bucky_Barnes),S4 (Mechtanium Surge)
