Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
若潟祉泣ゃ潟祉若激,Darkus Cyclone Percival,Darkus,770G/900G,32mm,14.5g22.0g,7.0,http://bakucolle.com/archives/8966037.html
若ｃ鴻祉激ャ祉ゃ潟違,Ventus Flash Ingram,Ventus,Unknown,32mm,,7.0,http://bakucolle.com/archives/25054338.html
激ャ祉ゃ潟違,Flash Ingram,Pyrus,920G,32mm,13.5g,6.0,http://bakucolle.com/archives/8792739.html
≪≪祉激ャ祉ゃ潟違,Aquos Flash Ingram,Aquos,Unknown,32mm,21.0g,7.0,http://bakucolle.com/archives/29411950.html
若ｃ鴻祉激ャ祉ゃ潟違,Ventus Flash Ingram,Ventus,800G/870G,32mm,13.5g21.0g,6.0,http://bakucolle.com/archives/8916607.html
若ｃ鴻祉激ャ祉ゃ潟違,Ventus Flash Ingram,Ventus,800G,32mm,13.5g,7.0,http://bakucolle.com/archives/22703392.html
祉激ャ祉ゃ潟違,Haos Flash Ingram,Haos,750G/830G,32mm,21.0g,7.0,http://bakucolle.com/archives/9007149.html
若潟祉激ャ祉ゃ潟違,Darkus Flash Ingram,Darkus,920G/980G,32mm,14.0g,6.0,http://bakucolle.com/archives/8966223.html
ャ若帥潟祉ｃ,Mutant Elfin,Pyrus,(700G/750G/800G/850G/900G/1000G)(700G/750G/800G/800G/850G/950G),32mm,14.0g,6.0,http://bakucolle.com/archives/8792589.html
ャ若帥潟祉ｃ,Mutant Elfin,Aquos,650G/800G/850G/950G/1000G/1150G,32mm,23.5g,7.0,http://bakucolle.com/archives/8597998.html
若ｃ鴻祉ャ若帥潟祉ｃ,Ventus Mutant Elfin,Ventus,(600G-700G-850G-850G-900G-1000G),32mm,14.0g,7.0,http://bakucolle.com/archives/8914407.html
祉ャ若帥潟祉ｃ,Haos Mutant Elfin,Haos,(600G-700G-750G-800G-850G-900G),32mm,14.0g/24.0g,7.0,http://bakucolle.com/archives/9006661.html
祉ャ若帥潟祉ｃ,Haos Mutant Elfin,Haos,600G-700G-750G-800G-850G-900G,32mm,13.5g,8.0,http://bakucolle.com/archives/27561462.html
若潟祉ャ若帥潟祉ｃ,Darkus Mutant Elfin,Darkus,(700G-750G-800G-850G-900G-1000G)(600G-650G-700G-850G-900G-1100G),32mm,14.0g24.0g,7.0,http://bakucolle.com/archives/8965792.html
眼＜祉帥,Pyrus Betadron,Pyrus,950G,32mm,14.5g,7.0,http://bakucolle.com/archives/8794274.html
眼＜祉帥,Pyrus Betadron,Pyrus,950G,32mm,15.0g,7.0,http://bakucolle.com/archives/11561854.html
若ｃ鴻祉帥,Ventus Betadron,Ventus,850G/970G,32mm,15.0g,7.0,http://bakucolle.com/archives/8916825.html
若潟祉帥,Darkus Betadron,Darkus,940G,32mm,15.0g,8.0,http://bakucolle.com/archives/25043019.html
若潟祉帥,Darkus Betadron,Darkus,950G,32mm,15.0g,7.0,http://bakucolle.com/archives/11561936.html
眼＜祉潟潟,Pyrus Kodokor,Pyrus,Unknown,32mm,14.0g,7.0,http://bakucolle.com/archives/21639839.html
眼＜祉潟潟,Pyrus Kodokor,Pyrus,930G,32mm,14.0g,7.0,http://bakucolle.com/archives/11561762.html
≪≪祉潟潟,Aquos Kodokor,Aquos,950G,32mm,14.0g,7.0,http://bakucolle.com/archives/8864693.html
≪≪祉潟潟,Aquos Kodokor,Aquos,950G,32mm,14.0g,7.0,http://bakucolle.com/archives/11561803.html
≪≪祉潟潟,Aquos Kodokor,Aquos,1000G/1020G,32mm,14.5g,8.0,http://bakucolle.com/archives/13241036.html
若ｃ鴻祉潟潟,Ventsu Kodokor,Ventus,950G,32mm,14.0g,7.0,http://bakucolle.com/archives/27640735.html
若ｃ鴻祉潟潟,Ventsu Kodokor,Ventus,Unknown,32mm,14.5g,8.0,http://bakucolle.com/archives/27640713.html
若ｃ鴻祉潟潟,Ventsu Kodokor,Ventus,1030G,32mm,14.0g,8.0,http://bakucolle.com/archives/29648824.html
泣祉潟潟,Subterra Kodokor,Subterra,990G,32mm,14.0g,7.0,http://bakucolle.com/archives/8872307.html
若潟祉潟潟,Darkus Kodokor,Darkus,880G,32mm,14.0g,8.0,http://bakucolle.com/archives/17382856.html
眼＜祉ャ帥,Pyrus Mutabrid,Pyrus,990G,32mm,13.0g,7.0,http://bakucolle.com/archives/8794589.html
眼＜祉ャ帥,Pyrus Mutabrid,Pyrus,1020G,32mm,13.0g,8.0,http://bakucolle.com/archives/17383605.html
≪≪祉ャ帥,Aquos Mutabrid,Aquos,930G,32mm,13.0g,7.0,http://bakucolle.com/archives/8864728.html
≪≪祉ャ帥,Aquos Mutabrid,Aquos,930G,32mm,13.0g,7.0,http://bakucolle.com/archives/9005909.html
若ｃ鴻祉ャ帥,Ventus Mutabrid,Ventus,920G,32mm,13.0g,7.0,http://bakucolle.com/archives/8916981.html
若ｃ鴻祉ャ帥,Ventus Mutabrid,Ventus,920G,32mm,13.0g,7.0,http://bakucolle.com/archives/8916883.html
眼＜祉若,Pyrus Worton,Pyrus,1020G,32mm,13.5g,9.0,http://bakucolle.com/archives/8793864.html
≪≪祉鴻,Aquos Balista,Aquos,970G/1020G,32mm,13.5g,9.0,http://bakucolle.com/archives/14733042.html
若ｃ鴻祉鴻,Ventus Balista,Ventus,850G,32mm,13.5g,9.0,http://bakucolle.com/archives/12899399.html
眼宴,Volkaos,Pyrus,Unknown,,27.0g,8.0,http://bakucolle.com/archives/12900394.html
泣祉鴻,Subterra Spatterix,Subterra,980G,32mm,13.5g,7.0,http://bakucolle.com/archives/12682841.html
祉鴻,Haos Spatterix,Haos,870G,32mm,13.5g,7.0,http://bakucolle.com/archives/29411994.html
若潟祉鴻,Darkus Spatterix,Darkus,820G,32mm,13.5g,7.0,http://bakucolle.com/archives/8966565.html
若潟祉鴻,Darkus Spatterix,Darkus,820G,32mm,13.5g,7.0,http://bakucolle.com/archives/10873791.html
眼＜祉鴻潟,Pyrus Stronk,Pyrus,870G,32mm,13.5g,7.0,http://bakucolle.com/archives/8793202.html
若ｃ鴻祉鴻潟,Ventus Stronk,Ventus,880G/970G,32mm,13.5g,7.0,http://bakucolle.com/archives/13241375.html
祉鴻潟,Haos Stronk,Haos,920G,32mm,13.5g,7.0,http://bakucolle.com/archives/29411985.html
若潟祉鴻潟,Darkus Stronk,Darkus,870G,32mm,13.5g,7.0,http://bakucolle.com/archives/8966622.html
若潟祉鴻潟,Darkus Stronk,Darkus,870G,32mm,13.5g,7.0,http://bakucolle.com/archives/10873897.html
祉鴻潟若帥,Haos Scorptak,Haos,Unknown,32mm,27.0g,7.0,http://bakucolle.com/archives/29412033.html
若潟祉鴻潟若帥,Darkus Scorptak,Darkus,820G+870G,32mm,27.0g,7.0,http://bakucolle.com/archives/8966880.html
若潟祉鴻潟若帥,Darkus Scorptak,Darkus,Unknown,32mm,27.0g,7.0,http://bakucolle.com/archives/29412035.html
眼＜祉潟,Pyrus Tremblar,Pyrus,900G+(100G),32mm,15.0g(10.5g/4.5g),8.0,http://bakucolle.com/archives/25026541.html
眼＜祉潟,Pyrus Tremblar,Pyrus,900G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412081.html
≪≪祉潟,Aquos Tremblar,Aquos,Unknown,32mm,15.0g(10.5g/4.5g),8.0,http://bakucolle.com/archives/25026481.html
≪≪祉潟,Aquos Tremblar,Aquos,910G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412083.html
若ｃ鴻祉潟,Ventus Tremblar,Ventus,890G+(100G)900G+(120G),32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/8915104.html
泣祉潟,Subterra Tremblar,Subterra,920G+(100G),32mm,15.0g(10.5g/4.5g),8.0,http://bakucolle.com/archives/25026455.html
祉潟,Haos Tremblar,Haos,950G+200G,32mm,15.0(10.5g/4.5g)g,9.0,http://bakucolle.com/archives/9007215.html
祉潟,Haso Tremblar,Haos,850G+(200G),32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/10873954.html
若潟祉潟,Darkus Tremblar,Darkus,950G+200G,32mm,15.0(10.5g/4.5g)g,8.0,http://bakucolle.com/archives/12899178.html
若潟祉潟,Darkus Tremblar,Darkus,880G+(100G),32mm,15.0g,8.0,http://bakucolle.com/archives/29412097.html
,,Clear,30G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599638.html
,,Clear,40G,,BAKUNANOMECHTOGANBAKUTIN,6.0,http://bakucolle.com/archives/28599646.html
,,Clear,40G,,BAKUNANOBAKUTIN,6.0,http://bakucolle.com/archives/28599662.html
,,Clear,50G/70G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599672.html
,,Clear,40G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599678.html
,,Clear,40G/50G,,BAKUNANO,6.0,http://bakucolle.com/archives/28599700.html
,,Clear,50G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599725.html
,,Clear,50G,,BAKUNANOMECHTOGAN,6.0,http://bakucolle.com/archives/28599752.html
,,Clear,60G,,BAKUNANO,5.0,http://bakucolle.com/archives/28599782.html
,,Clear,40G/60G,,BAKUNANOMECHTOGAN,5.0,http://bakucolle.com/archives/28599797.html
,,Clear,70G,,BAKUNANOMECHTOGAN,7.0,http://bakucolle.com/archives/28599812.html
,,Clear,80G,,BAKUNANOMECHTOGANTRIPLE THREATBAKUTIN,4.0,http://bakucolle.com/archives/28600306.html
,,Clear,80G/100G,,BAKUNANOMECHTOGANTRIPLE THREATBAKUTIN,4.0,http://bakucolle.com/archives/28599870.html
,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600268.html
,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600278.html
,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600283.html
,,Clear,Unknown,,BAKUNANO,9.0,http://bakucolle.com/archives/28600273.html
≪ゃ≪潟 鴻鴻≪若,Iron Man Stealth Armor,Aquos,960G,32mm,16.5g,7.0,http://bakucolle.com/archives/6777973.html
≪ゃ≪潟,Iron Man,Ventus,960G,32mm,16.5g,7.0,http://bakucolle.com/archives/19419748.html
≪ゃ≪潟,Iron Man,Haos,950G,32mm,16.5g,7.0,http://bakucolle.com/archives/6775039.html
≪ゃ≪潟 鴻鴻≪若,Iron Man Extremis Armor,Haos,950G,32mm,16.5g,6.0,http://bakucolle.com/archives/6777946.html
≪≪祉眼＜,Aquos Wolverine,Aquos,950G,32mm,15.5g,7.0,http://bakucolle.com/archives/6777454.html
眼＜,Wolverine,Subterra,Unknown,32mm,15.5g,8.0,http://bakucolle.com/archives/23748186.html
鴻ゃ若,Spider Man,Pyrus,970G,32mm,16.0g,7.0,http://bakucolle.com/archives/6777615.html
鴻ゃ若 鐚激潟若鴻若鐚,Spider Man 鐚Symbiote Suit鐚,Ventus,980G,32mm,16.5g,7.0,http://bakucolle.com/archives/6777878.html
ｃ潟≪＜,Captain America,Pyrus,970G,32mm,g,10.0,http://bakucolle.com/archives/23748200.html
ｃ潟≪＜ 若若潟,Captain America Bucky Barnes,Aquos,980G,32mm,15.5g,9.0,http://bakucolle.com/archives/6773493.html
鴻,Red Skull,Ventus,960G,32mm,15.0g,7.0,http://bakucolle.com/archives/12898724.html
鴻,Red Skull,Darkus,940G,32mm,15.0g,7.0,http://bakucolle.com/archives/12898615.html
祉鴻祉眼ゃ,Haos Blast Dragonoid,Haos,890G+60G,36mm,16.0g+2.5g,8.0,http://bakucolle.com/archives/14736133.html
≪≪祉若若若祉眼ゃ,Aquos Torpedor Dragonoid,Aquos,Unknown,36mm,,9.0,http://bakucolle.com/archives/27419627.html
≪≪祉若,Aquos Laserix,Aquos,870G+(50G),36mm,16.0g+(2.5g),8.0,http://bakucolle.com/archives/12681463.html
若ｃ鴻祉若,Ventus Laserix,Ventus,Unknown,36mm,,8.0,http://bakucolle.com/archives/6725771.html
≪≪祉鴻ゃ,Aquos Strikor,Aquos,880G+80G,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/6727425.html
若ｃ鴻祉鴻ゃ,Ventus Strikor,Ventus,850G+40G,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/14736185.html
祉鴻ゃ,Haos Strikor,Haos,Unknown,36mm,,8.0,http://bakucolle.com/archives/6725734.html
若潟祉鴻ゃ,Darkus Strikor,Darkus,Unknown,36mm,15.5g+2.0g,8.0,http://bakucolle.com/archives/29211762.html
若潟祉≪ゃ,Darkus Demolotoid,Darkus,Unknown,36mm,,9.0,http://bakucolle.com/archives/6725717.html
眼＜祉若若,Pyrus Beambrak,Pyrus,870G+50G/80G,36mm,,8.0,http://bakucolle.com/archives/6725667.html
若ｃ鴻祉若若,Ventus Beambrak,Ventus,860G,36mm,19.5g,8.0,http://bakucolle.com/archives/13241441.html
≪≪祉＜,Aquos Vomerix,Aquos,890G+(50G),36mm,16.0g+(2.0g),8.0,http://bakucolle.com/archives/6725710.html
祉＜,Haos Vomerix,Haos,900G+(60G-80G),36mm,16.5+(2.0g),8.0,http://bakucolle.com/archives/19419190.html
祉鴻帥,Haso Blastakor,Haos,890G+(50G-60G),36mm,16.0g+2.5g,9.0,http://bakucolle.com/archives/14736256.html
若潟祉帥,Darkus Katapultra,Darkus,880G+(40G-70G),36mm,16.0g+2.0g,9.0,http://bakucolle.com/archives/14736302.html
,鴻祉眼ゃ,Clear,Unknown,,,,http://bakucolle.com/archives/7652314.html
眼若,Gorem,Clear,Unknown,50mm,g,,http://bakucolle.com/archives/7679751.html
