Nombre_JP,Nombre_ENG,Atributo,G-Power,Size,Weight,Rareza,URL
若鴻祉ゃ潟違,Boost Ingram,Ventus,670G,32mm,10.5g,7.0,http://bakucolle.com/archives/25094275.html
若鴻祉ゃ潟違,Boost Ingram,Subterra,650G,32mm,10.5g,7.0,http://bakucolle.com/archives/25177436.html
眼＜祉潟鴻祉ゃ潟違,Pyrus Cosmic Ingram,Pyrus,500G/540G,32mm,12.0g,3.0,http://bakucolle.com/archives/11367786.html
若ｃ鴻祉潟鴻祉ゃ潟違,Ventus Cosmic Ingram,Ventus,260G/480G,32mm,12.0g,3.0,http://bakucolle.com/archives/25111267.html
眼＜祉潟鴻 祉ゃ潟違,Cosmic Ingram,Pyrus,450G,32mm,12.5g,6.0,http://bakucolle.com/archives/11367922.html
眼＜祉潟鴻 祉ゃ潟違,Cosmic Ingram,Pyrus,700G/720G,32mm,12.0g,5.0,http://bakucolle.com/archives/11367841.html
≪≪祉潟鴻祉ゃ潟違,Cosmic Ingram,Aquos,510G/540G/640G,32mm,12.0g,5.0,http://bakucolle.com/archives/20324422.html
若ｃ鴻祉潟鴻祉ゃ潟違,Ventus Cosmic Ingram,Ventus,450G/460G/490G/510G/560G/590G/660G/690G,32mm,12.0g,4.0,http://bakucolle.com/archives/25111430.html
若ｃ鴻祉潟鴻祉ゃ潟違,Ventus Cosmic Ingram,Ventus,485G,32mm,12.5g,7.0,http://bakucolle.com/archives/25111496.html
潟鴻祉ゃ潟違,Cosmic Ingram,Ventus,690G,32mm,12.0g,7.0,http://bakucolle.com/archives/25111464.html
泣祉潟鴻祉ゃ潟違,Subterra Cosmic Ingram,Subterra,580G,32mm,12.0g,4.0,http://bakucolle.com/archives/29332978.html
潟鴻祉ゃ潟違,Cosmic Ingram,Haos,500G/720G,32mm,12.5g,7.0,http://bakucolle.com/archives/15165674.html
若潟祉潟鴻祉ゃ潟違,Darkus Cosmic Ingram,Darkus,450G/500G,32mm,12.5g,6.0,http://bakucolle.com/archives/12997929.html
潟鴻祉ゃ潟違,Cosmic Ingram,Clear,700G,32mm,12.5g,7.0,http://bakucolle.com/archives/15169169.html
眼＜祉鴻帥若祉ゃ潟違,Master Ingram,Pyrus,520G,32mm,13.0g,6.0,http://bakucolle.com/archives/11368107.html
鴻帥若祉ゃ潟違,Master Ingram,Ventus,500G,32mm,13.0g,4.0,http://bakucolle.com/archives/25104847.html
鴻帥若祉ゃ潟違,Master Ingram,Ventus,550G,32mm,13.0g,7.0,http://bakucolle.com/archives/25104891.html
鴻帥若祉ゃ潟違,Master Ingram,Haos,540G,32mm,13.0g,4.0,http://bakucolle.com/archives/15164387.html
祉鴻帥若祉ゃ潟違 (潟鴻若祉潟),Haos Master Ingram (Translucent),Haos,550G,32mm,13.0g,9.0,http://bakucolle.com/archives/25752096.html
若潟祉鴻帥若祉ゃ潟違,Darkus Master Ingram,Darkus,520G,32mm,13.0g,4.0,http://bakucolle.com/archives/13001207.html
≪≪祉ｃ,Aquos Wilda,Aquos,410G/520G/580G,32mm,11.5g,5.0,http://bakucolle.com/archives/20334521.html
若ｃ鴻祉ｃ,Ventus Wilda,Ventus,520G,32mm,11.0g,6.0,http://bakucolle.com/archives/29652653.html
若ｃ鴻祉ｃ,Wilda,Ventus,570G,32mm,11.0g,6.0,http://bakucolle.com/archives/25112014.html
泣祉ｃ,Subterra Wilda,Subterra,450G/530G/620G/640G/680G/700G,32mm,11.0g,4.0,http://bakucolle.com/archives/25175912.html
ｃ,Wilda,Subterra,515G,32mm,11.5g,5.0,http://bakucolle.com/archives/25176085.html
ｃ,Wilda,Subterra,750G,32mm,11.0g,5.0,http://bakucolle.com/archives/25176035.html
泣祉ｃ,Subterra Wilda,Subterra,670G,32mm,11.5g,7.0,http://bakucolle.com/archives/25176133.html
若潟祉ｃ,Darkus Wilda,Darkus,530G/560G,32mm,11.5g,5.0,http://bakucolle.com/archives/12998473.html
ｃ,Wilda,Clear,600G,32mm,11.5g,6.0,http://bakucolle.com/archives/15169050.html
ｃ,Thunder Wilda,Subterra,400G/420G/440G,32mm,14.5g,3.0,http://bakucolle.com/archives/25175836.html
ｃ(＜若娯罕),Thunder Wilda,Subterra,180G/550G,32mm,14.5g,3.0,http://bakucolle.com/archives/25175855.html
眼＜祉ｃ (＜若娯罕),Pyrus Thunder Wilda,Pyrus,700G,32mm,14.5g,7.0,http://bakucolle.com/archives/29333236.html
若ｃ鴻祉ｃ,Thunder Wilda,Ventus,710G,32mm,14.5g,5.0,http://bakucolle.com/archives/25111996.html
ｃ,Thunder Wilda,Subterra,Unknown,32mm,,6.0,http://bakucolle.com/archives/12985540.html
泣祉ｃ (＜若娯罕),Subterra Thunder Wilda,Subterra,500G/690G/750G/760G,32mm,14.5g,4.0,http://bakucolle.com/archives/25175886.html
泣祉ｃ,Subterra Thunder Wilda,Subterra,630G,32mm,14.5g,6.0,http://bakucolle.com/archives/29652820.html
泣祉ｃ,Subterra Thunder Wilda,Subterra,760G,32mm,15.5g,7.0,http://bakucolle.com/archives/26572931.html
ｃ,Thunder Wilda,Clear,570G,32mm,15.5g,5.0,http://bakucolle.com/archives/15169096.html
眼＜祉若激,Pyrus Percival,Pyrus,510G/520G,32mm,12.5g,3.0,http://bakucolle.com/archives/11364001.html
≪≪祉若激,Aquos Percival,Aquos,540G,32mm,12.5g,3.0,http://bakucolle.com/archives/20249754.html
泣祉若激,Percival,Subterra,500G,32mm,13.5g,3.0,http://bakucolle.com/archives/25177611.html
若潟祉若激,Darkus Percival,Darkus,380G/400G/440G,32mm,12.5g,2.0,http://bakucolle.com/archives/12986450.html
若潟祉若激(),Darkus Percival,Darkus,480G,32mm,13.5g,4.0,http://bakucolle.com/archives/12987235.html
眼＜祉若激,Percival,Pyrus,410G,32mm,12.5g,5.0,http://bakucolle.com/archives/11364057.html
眼＜祉若激,Nova Percival,Pyrus,700G,32mm,12.5g,7.0,http://bakucolle.com/archives/26545017.html
眼＜祉若激,Percival,Pyrus,500G,32mm,12.5g,6.0,http://bakucolle.com/archives/11364219.html
≪≪祉若激,Aquos Percival,Aquos,520G/630G,32mm,12.5g,5.0,http://bakucolle.com/archives/20320525.html
≪≪祉若激,Aquos Percival,Aquos,550G,32mm,13.5g,7.0,http://bakucolle.com/archives/20320590.html
若ｃ鴻祉若激,Percival,Ventus,570G/720G,32mm,12.5g,4.0,http://bakucolle.com/archives/25104610.html
若ｃ鴻祉若激,Ventus Percival,Ventus,580G,32mm,13.0g,5.0,http://bakucolle.com/archives/25104632.html
泣祉若激,Percival,Subterra,470G/600G,32mm,12.5g,4.0,http://bakucolle.com/archives/25177676.html
若潟祉若激,Darkus Percival,Darkus,440G/470G/500G/530G/630G/650G/660,32mm,13.0g,4.0,http://bakucolle.com/archives/12986574.html
若激(),Percival,Darkus,480G/600G,32mm,13.5g,6.0,http://bakucolle.com/archives/12987337.html
若激 祉眼,Percival Vortex,Darkus,460G,32mm,12.5g,4.0,http://bakucolle.com/archives/12986746.html
若激 祉眼,Percival Vortex,Darkus,650G,32mm,12.5g,5.0,http://bakucolle.com/archives/12986815.html
眼＜祉≪＜祉若激,Pyrus Alpha Percival,Pyrus,440G/490G,32mm,12.0g,3.0,http://bakucolle.com/archives/11362634.html
若潟祉≪ 祉若激,Alpha Percival,Darkus,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/12988150.html
眼＜祉≪＜祉若激 (＜若娯罕),Alpha Percival,Pyrus,500G,32mm,12.0g,5.0,http://bakucolle.com/archives/11362759.html
眼＜祉≪＜祉若激,Pyrus Alpha Percival,Pyrus,600G,32mm,12.5g,6.0,http://bakucolle.com/archives/29653532.html
≪≪祉≪＜祉若激,Aquos Alpha Percival,Aquos,500G,32mm,12.0g,8.0,http://bakucolle.com/archives/29333566.html
≪＜祉若激,Alpha Percival,Ventus,570G/630G,32mm,12.0g,5.0,http://bakucolle.com/archives/25102924.html
泣祉≪＜祉若激,Alpha Percival,Subterra,600G,32mm,12.5g,7.0,http://bakucolle.com/archives/25177986.html
祉≪＜祉若激,Haos Alpha Percival,Haos,570G,32mm,11.5g,9.0,http://bakucolle.com/archives/27844259.html
≪＜祉若激,Alpha Percival,Haos,570G,32mm,12.5g,7.0,http://bakucolle.com/archives/15169013.html
若潟 ≪＜祉若激,Alpha Percival,Darkus,720G/770G/800G,32mm,12.0g,5.0,http://bakucolle.com/archives/12988176.html
若潟祉≪＜祉若激,Darkus Alpha Percival,Darkus,710G,32mm,12.5g,7.0,http://bakucolle.com/archives/26572946.html
若潟祉≪＜祉若激,Darkus Alpha Percival,Darkus,580G,32mm,12.0g,7.0,http://bakucolle.com/archives/29333545.html
≪＜祉若激,Alpha Percival,Clear,570G,32mm,12.5g,5.0,http://bakucolle.com/archives/15168721.html
泣祉≪＜祉若激祉泣ゃ,Subterra Alpha Percival Cyclone,Subterra,710G,32mm,13.5g,8.0,http://bakucolle.com/archives/29333471.html
祉≪＜祉若激祉泣ゃ,Haos Alpha Percival Cyclone,Haos,710G,32mm,13.5g,7.0,http://bakucolle.com/archives/29333455.html
≪＜祉若激 祉泣ゃ,Alpha Percival Cyclone,Darkus,700G,32mm,13.5g,6.0,http://bakucolle.com/archives/12681245.html
若潟祉ゃ祉若激,Darkus Midnight Percival,Darkus,480G,32mm,11.0g,3.0,http://bakucolle.com/archives/12987920.html
ゃ祉若激,Midnight Percival,Pyrus,500G,32mm,12.0g,5.0,http://bakucolle.com/archives/11363904.html
≪≪祉ゃ祉若激,Aquos Midnight Percival,Aquos,550G,32mm,11.5g,7.0,http://bakucolle.com/archives/29653612.html
ゃ祉若激,Midnight Percival,Subterra,570G/640G,32mm,11.0g,4.0,http://bakucolle.com/archives/25177719.html
泣祉ゃ祉若激,Subterra Midnight Percival,Subterra,610G,32mm,11.5g,7.0,http://bakucolle.com/archives/29333590.html
ゃ 祉若激,Midnight Percival,Haos,550G,32mm,11.0g,4.0,http://bakucolle.com/archives/15166253.html
ゃ祉若激 (＜若娯罕),Midnight Percival,Haos,570G,32mm,11.0g,4.0,http://bakucolle.com/archives/15166283.html
若潟祉ゃ祉若激,Darkus Midnight Percival,Darkus,550G/610G/620G/660G,32mm,11.0g,4.0,http://bakucolle.com/archives/12988009.html
眼＜祉ゃ祉若激,Knight Percival,Pyrus,500G,32mm,17.0g,4.0,http://bakucolle.com/archives/11362889.html
眼＜祉ゃ祉若激 (≪),Knight Percival,Pyrus,210G/550G,32mm,18.0g,4.0,http://bakucolle.com/archives/11363764.html
≪≪祉ゃ祉若激,Knight Percival,Aquos,520G,32mm,17.5g,4.0,http://bakucolle.com/archives/20249146.html
泣祉ゃ祉若激,Knight Percival,Subterra,540G,32mm,17.0g,4.0,http://bakucolle.com/archives/25178108.html
ゃ祉若激,Knight Percival,Darkus,520G,32mm,17.0g,3.0,http://bakucolle.com/archives/12987466.html
若潟祉ゃ祉若激(),Knight Percival,Darkus,560G,32mm,18.0g,7.0,http://bakucolle.com/archives/12987586.html
泣祉激ｃ若,Subterra Mega Nemus,Subterra,500G/540G,32mm,12.5g,3.0,http://bakucolle.com/archives/25174991.html
激ｃ若,Mega Nemus,Haos,400G/420G/440G,32mm,13.0g,2.0,http://bakucolle.com/archives/15165246.html
激ｃ若,Mega Nemus,Pyrus,520G,32mm,12.5g,4.0,http://bakucolle.com/archives/11396248.html
激ｃ若 (＜若娯罕),Mega Nemus,Pyrus,680G,32mm,12.5g,5.0,http://bakucolle.com/archives/11396476.html
≪≪祉激ｃ若,Aquos Mega Nemus,Aquos,560G,32mm,12.5g,6.0,http://bakucolle.com/archives/29333372.html
若ｃ鴻祉激ｃ若,Ventus Mega Nemus,Ventus,570G,32mm,13.5g,7.0,http://bakucolle.com/archives/29653457.html
泣祉激ｃ若,Mega Nemus,Subterra,640G,32mm,12.0g,4.0,http://bakucolle.com/archives/25175008.html
激ｃ若,Mega Nemus,Haos,520G/560G,32mm,12.5g,4.0,http://bakucolle.com/archives/15165295.html
激ｃ若,Mega Nemus,Clear,Unknown,32mm,12.5g,6.0,http://bakucolle.com/archives/11396387.html
若ｃ鴻祉＜祉激ｃ若,Ventus Nemus,Ventus,540G,32mm,11.0g,3.0,http://bakucolle.com/archives/25102259.html
眼＜祉＜祉激ｃ若,Pyrus Nemus,Pyrus,520G,32mm,11.0g,5.0,http://bakucolle.com/archives/11396616.html
≪≪祉＜祉激ｃ若,Nemus,Aquos,540G/580G,32mm,11.5g,4.0,http://bakucolle.com/archives/20334588.html
泣祉＜祉激ｃ若 (＜若娯罕),Nemus,Subterra,Unknown,32mm,11.5g,4.0,http://bakucolle.com/archives/25175018.html
祉＜祉激ｃ若,Haos Nemus,Haos,450G/470G/500G/570G/630G/650G,32mm,11.5g,4.0,http://bakucolle.com/archives/15165202.html
＜祉激ｃ若,Nemus,Haos,Unknown,32mm,11.5g,7.0,http://bakucolle.com/archives/21636629.html
＜祉激ｃ若,Nemus,Darkus,600G,32mm,11.0g,4.0,http://bakucolle.com/archives/12997838.html
若潟祉＜祉激ｃ若,Darkus Nemus,Darkus,700G,32mm,11.0g,5.0,http://bakucolle.com/archives/29333348.html
,Primo Vulcan,Subterra,360G/440G/460G,32mm,18.0g,2.0,http://bakucolle.com/archives/25176221.html
眼＜祉,Primo Vulcan,Pyrus,Unknown,32mm,18.5g,6.0,http://bakucolle.com/archives/25041567.html
若潟祉,Darkus Primo Vulcan,Darkus,660G/800G,32mm,18.5g,6.0,http://bakucolle.com/archives/12998425.html
激ｃ祉,Shadow Valcan,Haos,460G,32mm,10.5g,4.0,http://bakucolle.com/archives/15165970.html
眼＜祉激ｃ祉,Pyrus Shadow Vulcan,Pyrus,590G,32mm,10.5g,6.0,http://bakucolle.com/archives/26832935.html
≪≪祉激ｃ祉,Shadow Vulcan,Aquos,650G,32mm,10.5g,6.0,http://bakucolle.com/archives/20333170.html
泣祉激ｃ祉,Subterra Shadow Vulcan,Subterra,550G/710G,32mm,10.5g,5.0,http://bakucolle.com/archives/27385034.html
激ｃ祉,Shadow Vulcan,Subterra,780G,32mm,10.5g,5.0,http://bakucolle.com/archives/25176266.html
泣祉激ｃ祉,Subterra Shadow Vulcan,Subterra,660G,32mm,11.0g,8.0,http://bakucolle.com/archives/27068635.html
若潟祉激ｃ祉,Darkus Shadow Vulcan,Darkus,550G,32mm,10.5g,5.0,http://bakucolle.com/archives/27844446.html
若潟祉激ｃ祉,Darkus Shadow Vulcan,Darkus,560G,32mm,11.0g,5.0,http://bakucolle.com/archives/29333187.html
若潟祉激ｃ祉,Darkus Shadow Vulcan,Darkus,600G,32mm,10.5g,8.0,http://bakucolle.com/archives/29333161.html
激ｃ祉,Shadow Vulcan,Clear,630G/660G,32mm,11.0g,8.0,http://bakucolle.com/archives/26573033.html
祉潟,Haos Mega Brontes,Haos,340G/380G/450G/460G,32mm,13.0g,3.0,http://bakucolle.com/archives/15164571.html
若潟祉潟,Darkus Mega Brontes,Darkus,500G/540G,32mm,13.0g,3.0,http://bakucolle.com/archives/12998075.html
≪≪祉潟,Mega Brontes,Aquos,580G,32mm,13.5g,5.0,http://bakucolle.com/archives/20321159.html
泣祉潟,Mega Brontes,Subterra,550G,32mm,13.0g,5.0,http://bakucolle.com/archives/25174848.html
泣祉潟,Subterra Mega Brontes,Subterra,730G,32mm,13.5g,7.0,http://bakucolle.com/archives/29333279.html
祉潟,Haos Mega Brontes,Haos,550G/600G/640G/710G,32mm,13.5g,5.0,http://bakucolle.com/archives/15164600.html
若潟祉潟,Mega Brontes,Darkus,660G,32mm,13.5g,5.0,http://bakucolle.com/archives/12998140.html
潟,Mega Brontes,Clear,550G,32mm,14.0g,5.0,http://bakucolle.com/archives/15168152.html
＜祉潟,Brontes,Pyrus,410G,32mm,11.0g,4.0,http://bakucolle.com/archives/11393391.html
≪≪祉＜祉潟,Brontes,Aquos,600G,32mm,11.5g,5.0,http://bakucolle.com/archives/20321261.html
若ｃ鴻祉＜祉潟,Ventus Brontes,Ventus,460G/500G/550G/590G/620G/660G/950G,32mm,11.5g,4.0,http://bakucolle.com/archives/25111578.html
泣祉＜祉潟,Brontes,Subterra,720G,32mm,11.5g,4.0,http://bakucolle.com/archives/25174889.html
祉＜祉潟,Haos Brontes,Haos,410G/420G/480G/670G,32mm,11.5g,4.0,http://bakucolle.com/archives/15164429.html
＜祉潟,Brontes,Clear,490G/500G,32mm,12.0g,7.0,http://bakucolle.com/archives/19418439.html
祉吾с若若祉潟,Haso Alto Brontes,Haos,340G/480G,32mm,13.0g,8.0,http://bakucolle.com/archives/15164682.html
吾с若若祉潟 (＜若娯罕),Alto Brontes,Pyrus,680G/730G,32mm,13.0g,5.0,http://bakucolle.com/archives/11393491.html
≪≪祉吾с若若祉潟 (＜若娯罕),Alto Brontes,Aquos,550G,32mm,12.5g,5.0,http://bakucolle.com/archives/20320649.html
≪≪祉吾с若若祉潟,Alto Brontes,Aquos,550G,32mm,13.0g,6.0,http://bakucolle.com/archives/20320689.html
祉吾с若若祉潟 (＜若娯罕),Haos Alto Brontes,Haos,520G/640G/720G/750G,32mm,12.5g,5.0,http://bakucolle.com/archives/15164756.html
祉吾с若若祉潟,Haos Alto Brontes,Haos,520G,32mm,13.5g,7.0,http://bakucolle.com/archives/27844291.html
祉吾с若若祉潟,Haos Alto Brontes,Haos,Unknown,32mm,13.5g,7.0,http://bakucolle.com/archives/29333259.html
祉吾с若若祉潟,Haos Alto Brontes,Clear,610G,32mm,13.5g,7.0,http://bakucolle.com/archives/29653099.html
≪≪祉眼с,Aquos Elico,Aquos,440G,32mm,13.0g,3.0,http://bakucolle.com/archives/20249065.html
眼с,Elico,Aquos,680G,32mm,13.5g,5.0,http://bakucolle.com/archives/20335205.html
泣祉眼с,Subterra Elico,Subterra,690G/820G,32mm,13.5g,6.0,http://bakucolle.com/archives/25042780.html
若潟祉眼с,Darkus Elico,Darkus,G690,32mm,13.5g,6.0,http://bakucolle.com/archives/28479815.html
眼＜祉鴻祉眼с,Blast Elico,Pyrus,520G,32mm,12.0g,7.0,http://bakucolle.com/archives/11395927.html
鴻祉眼с,Blast Elico,Aquos,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/20249020.html
≪≪祉鴻祉眼с,Blast Elico,Aquos,540G,32mm,12.0g,4.0,http://bakucolle.com/archives/20248992.html
若ｃ鴻祉鴻祉眼с,Blast Elico,Ventus,500G,32mm,12.0g,4.0,http://bakucolle.com/archives/25104807.html
若ｃ鴻祉鴻祉眼с,Ventus Blast Elico,Ventus,550G,32mm,12.5g,6.0,http://bakucolle.com/archives/25104823.html
若潟祉鴻祉眼с,Blast Elico,Darkus,500G,32mm,12.0g,4.0,http://bakucolle.com/archives/13001299.html
鴻ｃ祉ゃ鴻鴻,Mystic Elico,Aquos,Unknown,32mm,12.0+1.0g,3.0,http://bakucolle.com/archives/7387492.html
鴻ｃ 祉ゃ鴻鴻,Mystic Elico,Pyrus,200G/450G/600G/620G/700G/850G,32mm,12.0+(1.0g),8.0,http://bakucolle.com/archives/13241915.html
眼＜祉若,Pyrus Hades,Pyrus,520G/540G,32mm,11.5g,3.0,http://bakucolle.com/archives/11392838.html
若潟祉若,Darkus Hades,Darkus,440G,32mm,11.0g,3.0,http://bakucolle.com/archives/12989249.html
眼＜祉若,Hades,Pyrus,570G,32mm,11.5g,4.0,http://bakucolle.com/archives/11392894.html
≪≪祉若,Hades,Aquos,570G,32mm,11.5g,4.0,http://bakucolle.com/archives/20320875.html
≪≪祉若,Hades,Aquos,550G,32mm,11.5g,5.0,http://bakucolle.com/archives/20321092.html
若ｃ鴻祉若,Ventus Hades,Ventus,720G,32mm,11.5g,6.0,http://bakucolle.com/archives/27844222.html
若,Hades,Darkus,420G/670G/710G,32mm,11.0g,4.0,http://bakucolle.com/archives/12989336.html
若,Hades,Clear,680G,32mm,12.0g,6.0,http://bakucolle.com/archives/15168222.html
若鴻祉帥若,Turbine Hades,Darkus,460G,32mm,15.5g,2.0,http://bakucolle.com/archives/12989385.html
≪≪祉若鴻祉帥若,Aquos Turbine Hades,Aquos,640G/790G,32mm,16.0g,5.0,http://bakucolle.com/archives/20320904.html
泣祉若鴻祉帥若,Turbine Hades,Subterra,640G,32mm,16.0g,5.0,http://bakucolle.com/archives/25177516.html
眼＜祉≪祉若,Pyrus Myriad Hades,Pyrus,480G/490G,32mm,13.0g,3.0,http://bakucolle.com/archives/11393009.html
若潟祉≪祉若,Darkus Myriad Hades,Darkus,470G/480G,32mm,13.0g,3.0,http://bakucolle.com/archives/12989438.html
若ｃ 祉≪祉若 (＜若娯罕),Myriad Hades,Ventus,750G,32mm,13.5g,6.0,http://bakucolle.com/archives/25111694.html
若ｃ 祉≪祉若,Myriad Hades,Ventus,750G,32mm,14.0g,7.0,http://bakucolle.com/archives/25111714.html
≪祉若,Myriad Hades,Haos,700G,32mm,13.5g,7.0,http://bakucolle.com/archives/15168257.html
若 祉≪祉若,Myriad Hades,Darkus,520G,32mm,13.0g,7.0,http://bakucolle.com/archives/12989487.html
若 祉≪祉若,Myriad Hades,Darkus,520G,32mm,14.0g,7.0,http://bakucolle.com/archives/12989523.html
若ｃ鴻祉≪帥ゃ,Ventus Altair,Ventus,360G/380G/420G/440G/460G,32mm,12.5g,3.0,http://bakucolle.com/archives/25110302.html
祉≪帥ゃ,Haos Altair,Haos,500G,32mm,12.5g,3.0,http://bakucolle.com/archives/15168387.html
≪帥ゃ,Altair,Pyrus,670G,32mm,12.5g,5.0,http://bakucolle.com/archives/11396750.html
≪≪祉≪帥ゃ,Altair,Aquos,490G,32mm,12.5g,5.0,http://bakucolle.com/archives/20333002.html
≪≪祉≪帥ゃ (＜若娯罕),Altair,Aquos,610G,32mm,12.0g,5.0,http://bakucolle.com/archives/20333036.html
≪帥ゃ,Altair,Ventus,500G/510G//630G/710G,32mm,12.5g,5.0,http://bakucolle.com/archives/25110979.html
≪帥ゃ,Altair,Ventus,730G,32mm,12.0g,5.0,http://bakucolle.com/archives/25111006.html
若ｃ鴻祉≪帥ゃ,Ventus Altair,Ventus,640G/710G,32mm,12.5g,5.0,http://bakucolle.com/archives/25111012.html
≪帥ゃ,Altair,Haos,650G,32mm,12.5g,6.0,http://bakucolle.com/archives/15168532.html
祉≪帥ゃ(＜若娯罕),Haos Altair,Haos,650G,32mm,12.5g,5.0,http://bakucolle.com/archives/28442262.html
≪帥ゃ,Altair,Haos,Unknown,32mm,12.5g,6.0,http://bakucolle.com/archives/15168589.html
祉≪帥ゃ,Haos Altair,Haos,740G,32mm,12.5g,7.0,http://bakucolle.com/archives/29653411.html
≪帥ゃ,Altair,Darkus,660G,32mm,12.5g,6.0,http://bakucolle.com/archives/12998281.html
≪≪祉ゃ≪若,Aquos Wired,Aquos,520G,32mm,12.0g,3.0,http://bakucolle.com/archives/13000733.html
若ｃ鴻祉ゃ≪若,Ventus Wired,Ventus,200G/480G,32mm,12.0g,3.0,http://bakucolle.com/archives/25111131.html
ゃ≪若,Wired,Pyrus,600G,32mm,11.5g,5.0,http://bakucolle.com/archives/11396768.html
眼＜祉ゃ≪若,Pyrus Wired,Pyrus,530G/750G,32mm,12.0g,6.0,http://bakucolle.com/archives/11396819.html
≪≪祉ゃ≪若,Wired,Aquos,630G,32mm,11.5g,5.0,http://bakucolle.com/archives/20332966.html
≪≪祉ゃ≪若 (＜若娯罕),Aquos Wired,Aquos,690G,32mm,12.0g,5.0,http://bakucolle.com/archives/29332894.html
ゃ≪若,Wired,Aquos,600G,32mm,12.5g,7.0,http://bakucolle.com/archives/25526162.html
ゃ≪若,Wired,Ventus,450G,32mm,11.5g,5.0,http://bakucolle.com/archives/25111191.html
祉ゃ≪若,Haos Wired,Haos,620G,32mm,12.0g,7.0,http://bakucolle.com/archives/25025676.html
祉ゃ≪若,Haos Wired,Haos,620G,32mm,11.5g,7.0,http://bakucolle.com/archives/29653255.html
с潟泣,Fencer,Pyrus,480G,32mm,14.0g,4.0,http://bakucolle.com/archives/12236707.html
祉с潟泣,Haos Fencer,Haos,440G/560G,32mm,14.0g,3.0,http://bakucolle.com/archives/15166926.html
眼＜祉с潟泣,Fencer,Pyrus,530G,32mm,14.0g,4.0,http://bakucolle.com/archives/11394539.html
с潟泣,Fencer,Pyrus,500G,32mm,14.0g,7.0,http://bakucolle.com/archives/11012167.html
≪≪祉с潟泣,Aquos Fencer,Aquos,550G/620G,32mm,13.5g,4.0,http://bakucolle.com/archives/20336688.html
≪≪祉с潟泣,Fencer,Aquos,560G,32mm,14.0g,7.0,http://bakucolle.com/archives/20336740.html
с潟泣,Fencer,Aquos,630G,32mm,14.0g,5.0,http://bakucolle.com/archives/22703064.html
с潟泣,Fencer,Aquos,Unknown,32mm,14.0g,7.0,http://bakucolle.com/archives/12985615.html
若ｃ鴻祉с潟泣,Ventus Fencer,Ventus,520G,32mm,14.0g,8.0,http://bakucolle.com/archives/29331892.html
若ｃ鴻祉с潟泣,Fencer,Ventus,520G,32mm,14.0g,6.0,http://bakucolle.com/archives/25112063.html
泣祉с潟泣,Subterra Fencer,Subterra,590G/650G,32mm,13.5g,4.0,http://bakucolle.com/archives/25177754.html
祉с潟泣,Haos Fencer,Haos,630G,32mm,14.0g,7.0,http://bakucolle.com/archives/29331934.html
с潟泣 (＜若娯罕),Fencer,Haos,610G,32mm,13.5g,5.0,http://bakucolle.com/archives/15166481.html
若潟祉с潟泣,Darkus Fencer,Darkus,680G,32mm,14.0g,7.0,http://bakucolle.com/archives/29331814.html
с潟泣,Fencer,Darkus,680G,32mm,14.0g,7.0,http://bakucolle.com/archives/12999237.html
с潟泣,Fencer,Darkus,Unknown,32mm,14.0g,6.0,http://bakucolle.com/archives/25042432.html
с潟泣,Fencer,Clear,1250G,32mm,14.0g,7.0,http://bakucolle.com/archives/15167051.html
с潟泣,Fencer,Clear,530G,32mm,14.5g,6.0,http://bakucolle.com/archives/15167083.html
若ｃ鴻祉鴻,Ventus Foxbat,Ventus,500G/520G,32mm,12.5g,3.0,http://bakucolle.com/archives/25102985.html
鴻,Foxbat,Darkus,420G,32mm,13.0g,4.0,http://bakucolle.com/archives/12236807.html
眼＜祉鴻,Pyrus Foxbat,Pyrus,650G,32mm,12.0g,8.0,http://bakucolle.com/archives/29331683.html
鴻,Foxbat,Pyrus,630G,32mm,13.0g,6.0,http://bakucolle.com/archives/11393899.html
鴻,Foxbat,Ventus,600G,32mm,12.5g,6.0,http://bakucolle.com/archives/25103037.html
鴻,Foxbat,Ventus,630G,32mm,12.5g,5.0,http://bakucolle.com/archives/25103043.html
鴻,Foxbat,Subterra,490G/550G/610G,32mm,12.5g,6.0,http://bakucolle.com/archives/25177529.html
鴻,Foxbat,Subterra,540G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177568.html
鴻,Foxbat,Subterra,780G,32mm,12.5g,5.0,http://bakucolle.com/archives/25177552.html
鴻,Foxbat,Haos,540G/650G,32mm,12.5g,5.0,http://bakucolle.com/archives/15166460.html
鴻,Foxbat,Darkus,570G,32mm,12.0g,5.0,http://bakucolle.com/archives/12998951.html
鴻,Foxbat,Darkus,570G,32mm,13.0g,7.0,http://bakucolle.com/archives/12999135.html
鴻,Foxbat,Darkus,750G,32mm,12.5g,5.0,http://bakucolle.com/archives/15921809.html
鴻,Foxbat,Darkus,590G,32mm,13.0g,7.0,http://bakucolle.com/archives/11012093.html
潟若,Klawgor,Ventus,420G,32mm,12.0g,4.0,http://bakucolle.com/archives/12236913.html
眼＜祉潟若,Pyrus Klawgor,Pyrus,620G,32mm,12.0g,5.0,http://bakucolle.com/archives/29331691.html
潟若,Klawgor,Pyrus,610G,32mm,11.0g,7.0,http://bakucolle.com/archives/19418721.html
眼＜祉潟若 (＜若娯罕),Klawgor,Pyrus,640G,32mm,11.5g,5.0,http://bakucolle.com/archives/11394356.html
